instrument_id,trade_date,open_price,close_price,high_price,low_price,settle_price,volume,amount,pre_close_price,return_rate,data_source
RB2005.SHF,2020-01-27,3297.98,3298.96,3332.25,3278.39,3308.75,140724.09,475608.0,3281.24,0.01,WIND
RB2007.SHF,2020-01-27,3855.53,3865.92,3898.23,3833.61,3876.3,203.1,682.28,3788.26,0.02,WIND
RB2003.SHF,2020-01-27,4799.6,4788.21,4830.95,4788.21,4812.43,82.63,279.14,4570.64,0.05,WIND
RB2004.SHF,2020-01-27,3038.19,3043.55,3052.48,3033.73,3040.87,17.86,60.82,2930.16,0.04,WIND
RB2009.SHF,2020-01-27,2851.27,2858.96,2887.97,2842.74,2873.46,129.72,436.83,2974.67,-0.04,WIND
000905.SH,2020-01-28,2588.06,2571.78,2598.14,2568.09,0.0,39065957.79,38126893.4,2530.53,0.02,WIND
600030.SH,2020-01-28,19.04,18.78,19.16,18.78,0.0,706157.22,1511015.38,18.31,0.03,WIND
AU9999.SGE,2020-01-28,199.04,194.02,199.92,193.08,194.24,7679.38,2626428908.95,-137.6,-0.02,WIND
RB2005.SHF,2020-01-28,3261.37,3262.34,3295.26,3242.0,3272.02,139162.05,470328.75,3298.96,-0.01,WIND
RB2007.SHF,2020-01-28,3766.08,3776.23,3807.79,3744.67,3786.37,198.39,666.45,3865.92,-0.02,WIND
RB2003.SHF,2020-01-28,4877.36,4865.78,4909.21,4865.78,4890.39,83.97,283.66,4788.21,0.02,WIND
RB2004.SHF,2020-01-28,3188.28,3193.9,3203.28,3183.59,3191.09,18.74,63.83,3043.55,0.05,WIND
RB2001.SHF,2020-01-28,3532.78,3532.78,3578.85,3505.14,3545.07,1239238.15,4291616.17,3372.26,0.05,WIND
RB2002.SHF,2020-01-28,4471.75,4509.22,4549.36,4471.75,4522.6,286.34,968.04,4315.04,0.05,WIND
RB2009.SHF,2020-01-28,2817.63,2825.22,2853.89,2809.2,2839.56,128.19,431.68,2858.96,-0.01,WIND
000905.SH,2020-01-29,2654.32,2637.61,2664.66,2633.83,0.0,40066046.31,39102941.87,2571.78,0.03,WIND
600030.SH,2020-01-29,18.16,17.91,18.27,17.91,0.0,673462.14,1441055.37,18.78,-0.05,WIND
AU9999.SGE,2020-01-29,191.02,186.2,191.87,185.3,186.42,7369.9,2520583823.92,-61.45,-0.04,WIND
RB2007.SHF,2020-01-29,3870.4,3880.83,3913.27,3848.39,3891.26,203.89,684.91,3776.23,0.03,WIND
RB2003.SHF,2020-01-29,4859.31,4847.77,4891.04,4847.77,4872.29,83.66,282.61,4865.78,-0.0,WIND
RB2004.SHF,2020-01-29,3049.27,3054.65,3063.61,3044.79,3051.96,17.93,61.04,3193.9,-0.04,WIND
RB2001.SHF,2020-01-29,3605.56,3605.56,3652.57,3577.35,3618.1,1264766.46,4380023.47,3532.78,0.02,WIND
RB2002.SHF,2020-01-29,4334.92,4371.24,4410.15,4334.92,4384.21,277.58,938.42,4509.22,-0.03,WIND
RB2005.SHF,2020-01-29,3347.14,3348.14,3381.93,3327.27,3358.07,142822.01,482698.39,3262.34,0.03,WIND
RB2009.SHF,2020-01-29,2766.91,2774.37,2802.52,2758.63,2788.44,125.88,423.91,2825.22,-0.02,WIND
000905.SH,2020-01-30,2761.02,2743.64,2771.78,2739.71,0.0,41676701.38,40674880.14,2637.61,0.04,WIND
600030.SH,2020-01-30,17.51,17.26,17.61,17.26,0.0,649217.51,1389177.37,17.91,-0.04,WIND
AU9999.SGE,2020-01-30,188.09,183.35,188.93,182.46,183.56,7257.14,2482018891.41,-345.94,-0.02,WIND
RB2005.SHF,2020-01-30,3414.09,3415.1,3449.56,3393.81,3425.24,145678.45,492352.36,3348.14,0.02,WIND
RB2007.SHF,2020-01-30,3882.79,3893.25,3925.79,3860.71,3903.71,204.54,687.1,3880.83,0.0,WIND
RB2003.SHF,2020-01-30,4969.62,4957.82,5002.07,4957.82,4982.89,85.56,289.03,4847.77,0.02,WIND
RB2004.SHF,2020-01-30,2975.48,2980.73,2989.47,2971.11,2978.1,17.49,59.57,3054.65,-0.02,WIND
RB2001.SHF,2020-01-30,3735.36,3735.36,3784.07,3706.13,3748.35,1310298.05,4537704.31,3605.56,0.04,WIND
RB2002.SHF,2020-01-30,4461.5,4498.88,4538.93,4461.5,4512.23,285.69,965.82,4371.24,0.03,WIND
RB2009.SHF,2020-01-30,2714.62,2721.93,2749.56,2706.49,2735.74,123.5,415.89,2774.37,-0.02,WIND
000905.SH,2020-01-31,2772.89,2755.44,2783.69,2751.5,0.0,41855911.19,40849782.12,2743.64,0.0,WIND
600030.SH,2020-01-31,18.11,17.85,18.22,17.85,0.0,671420.74,1436687.24,17.26,0.03,WIND
AU9999.SGE,2020-01-31,180.78,176.22,181.58,175.37,176.42,6974.84,2385468356.54,-60.97,-0.04,WIND
RB2001.SHF,2020-01-31,3850.41,3850.41,3900.62,3820.28,3863.8,1350655.23,4677465.6,3735.36,0.03,WIND
RB2002.SHF,2020-01-31,4495.4,4533.07,4573.42,4495.4,4546.52,287.86,973.16,4498.88,0.01,WIND
RB2007.SHF,2020-01-31,3810.18,3820.44,3852.38,3788.51,3830.71,200.72,674.25,3893.25,-0.02,WIND
RB2005.SHF,2020-01-31,3432.86,3433.88,3468.54,3412.48,3444.07,146479.69,495060.3,3415.1,0.01,WIND
RB2003.SHF,2020-01-31,4769.34,4758.02,4800.49,4758.02,4782.08,82.11,277.38,4957.82,-0.04,WIND
RB2004.SHF,2020-01-31,3094.8,3100.25,3109.35,3090.25,3097.52,18.19,61.96,2980.73,0.04,WIND
RB2009.SHF,2020-01-31,2723.85,2731.18,2758.9,2715.69,2745.04,123.92,417.31,2721.93,0.0,WIND
000905.SH,2020-02-03,2803.39,2785.75,2814.31,2781.76,0.0,42316326.21,41299129.73,2755.44,0.01,WIND
600030.SH,2020-02-03,17.99,17.74,18.1,17.74,0.0,667257.94,1427779.78,17.85,-0.01,WIND
AU9999.SGE,2020-02-03,178.63,174.12,179.42,173.28,174.32,6891.84,2357081283.09,-916.42,-0.01,WIND
RB2005.SHF,2020-02-03,3412.95,3413.97,3448.42,3392.69,3424.1,145630.1,492188.95,3433.88,-0.01,WIND
RB2003.SHF,2020-02-03,4739.3,4728.04,4770.24,4728.04,4751.96,81.59,275.63,4758.02,-0.01,WIND
RB2004.SHF,2020-02-03,3105.01,3110.49,3119.61,3100.44,3107.75,18.25,62.16,3100.25,0.0,WIND
RB2001.SHF,2020-02-03,3785.72,3785.72,3835.09,3756.1,3798.88,1327964.22,4598884.18,3850.41,-0.02,WIND
RB2002.SHF,2020-02-03,4696.8,4736.15,4778.31,4696.8,4750.2,300.75,1016.75,4533.07,0.04,WIND
RB2007.SHF,2020-02-03,3694.73,3704.69,3735.65,3673.72,3714.64,194.63,653.82,3820.44,-0.03,WIND
RB2009.SHF,2020-02-03,2603.18,2610.19,2636.69,2595.39,2623.44,118.43,398.82,2731.18,-0.04,WIND
600030.SH,2020-02-04,18.2,17.95,18.31,17.95,0.0,675046.66,1444445.88,18.27,-0.02,WIND
AU9999.SGE,2020-02-04,171.23,166.91,171.99,166.11,167.11,6606.52,2259498117.97,-53.16,-0.04,WIND
RB2003.SHF,2020-02-04,4732.29,4721.05,4763.19,4721.05,4744.93,81.47,275.22,4636.21,0.02,WIND
RB2004.SHF,2020-02-04,3269.84,3275.61,3285.22,3265.04,3272.73,19.22,65.46,3140.87,0.04,WIND
RB2005.SHF,2020-02-04,3382.15,3383.16,3417.3,3362.07,3393.2,144315.89,487747.28,3295.5,0.03,WIND
RB2007.SHF,2020-02-04,3719.08,3729.1,3760.27,3697.93,3739.12,195.92,658.13,3922.07,-0.05,WIND
RB2001.SHF,2020-02-04,3961.51,3961.51,4013.17,3930.52,3975.29,1389628.12,4812432.94,3878.13,0.02,WIND
RB2002.SHF,2020-02-04,4428.21,4465.31,4505.06,4428.21,4478.56,283.55,958.61,4590.64,-0.03,WIND
RB2009.SHF,2020-02-04,2850.2,2857.87,2886.88,2841.67,2872.38,129.67,436.67,2811.21,0.02,WIND
000905.SH,2020-02-05,3104.8,3085.26,3116.89,3080.84,0.0,46865940.62,45739380.86,2993.07,0.03,WIND
600030.SH,2020-02-05,18.81,18.55,18.92,18.55,0.0,697525.72,1492545.93,17.95,0.03,WIND
AU9999.SGE,2020-02-05,174.36,169.96,175.13,169.14,170.16,6727.12,2300743925.12,-59.43,-0.04,WIND
RB2007.SHF,2020-02-05,3694.54,3704.49,3735.45,3673.53,3714.44,194.62,653.79,3729.1,-0.01,WIND
RB2001.SHF,2020-02-05,3884.26,3884.26,3934.91,3853.87,3897.77,1362530.37,4718590.49,3961.51,-0.02,WIND
RB2002.SHF,2020-02-05,4618.18,4656.88,4698.33,4618.18,4670.69,295.72,999.74,4465.31,0.04,WIND
RB2005.SHF,2020-02-05,3254.98,3255.95,3288.81,3235.65,3265.61,138889.61,469407.98,3383.16,-0.04,WIND
RB2003.SHF,2020-02-05,4745.54,4734.27,4776.53,4734.27,4758.22,81.7,275.99,4721.05,0.0,WIND
RB2004.SHF,2020-02-05,3110.6,3116.09,3125.23,3106.03,3113.34,18.29,62.27,3275.61,-0.05,WIND
RB2009.SHF,2020-02-05,2867.87,2875.59,2904.78,2859.28,2890.19,130.47,439.37,2857.87,0.01,WIND
000905.SH,2020-02-06,3236.44,3216.08,3249.05,3211.47,0.0,48853056.5,47678730.61,3085.26,0.04,WIND
600030.SH,2020-02-06,19.75,19.47,19.87,19.47,0.0,732402.0,1567173.23,18.55,0.05,WIND
AU9999.SGE,2020-02-06,167.09,162.87,167.83,162.08,163.06,6446.59,2204802903.44,-51.38,-0.04,WIND
RB2005.SHF,2020-02-06,3226.99,3227.95,3260.53,3207.83,3237.53,137695.16,465371.07,3255.95,-0.01,WIND
RB2007.SHF,2020-02-06,3677.17,3687.08,3717.9,3656.26,3696.98,193.71,650.71,3704.49,-0.0,WIND
RB2003.SHF,2020-02-06,4760.25,4748.95,4791.34,4748.95,4772.97,81.95,276.85,4734.27,0.0,WIND
RB2004.SHF,2020-02-06,3169.39,3174.98,3184.3,3164.73,3172.19,18.63,63.45,3116.09,0.02,WIND
RB2001.SHF,2020-02-06,3866.0,3866.0,3916.42,3835.76,3879.45,1356126.47,4696413.12,3884.26,-0.0,WIND
RB2002.SHF,2020-02-06,4439.92,4477.12,4516.98,4439.92,4490.4,284.3,961.15,4656.88,-0.04,WIND
RB2009.SHF,2020-02-06,2746.27,2753.67,2781.62,2738.05,2767.64,124.94,420.74,2875.59,-0.04,WIND
000905.SH,2020-02-07,3360.72,3339.57,3373.81,3334.79,0.0,50729013.87,49509593.86,3216.08,0.04,WIND
600030.SH,2020-02-07,19.46,19.19,19.58,19.19,0.0,721562.45,1543979.06,19.47,-0.01,WIND
AU9999.SGE,2020-02-07,175.01,170.59,175.78,169.77,170.79,6752.16,2309310561.06,29.72,0.05,WIND
RB2005.SHF,2020-02-07,3226.35,3227.3,3259.87,3207.19,3236.88,137667.62,465278.0,3227.95,-0.0,WIND
RB2007.SHF,2020-02-07,3742.99,3753.08,3784.45,3721.71,3763.16,197.18,662.36,3687.08,0.02,WIND
RB2003.SHF,2020-02-07,4858.79,4847.25,4890.52,4847.25,4871.77,83.65,282.58,4748.95,0.02,WIND
RB2004.SHF,2020-02-07,3049.91,3055.29,3064.25,3045.42,3052.6,17.93,61.06,3174.98,-0.04,WIND
RB2001.SHF,2020-02-07,3803.38,3803.38,3852.97,3773.62,3816.6,1334157.23,4620331.23,3866.0,-0.02,WIND
RB2002.SHF,2020-02-07,4410.17,4447.12,4486.71,4410.17,4460.32,282.4,954.71,4477.12,-0.01,WIND
RB2009.SHF,2020-02-07,2712.77,2720.07,2747.68,2704.65,2733.88,123.42,415.61,2753.67,-0.01,WIND
000905.SH,2020-02-09,3298.89,3278.12,3311.74,3273.43,0.0,49795600.01,48598617.33,3339.57,-0.02,WIND
600030.SH,2020-02-09,19.29,19.02,19.41,19.02,0.0,715284.86,1530546.44,19.19,-0.01,WIND
AU9999.SGE,2020-02-09,172.14,167.79,172.9,166.98,167.99,6641.43,2271437867.86,-262.18,-0.02,WIND
RB2001.SHF,2020-02-09,3631.84,3631.84,3679.2,3603.43,3644.47,1273986.73,4411954.29,3803.38,-0.05,WIND
RB2005.SHF,2020-02-09,3231.51,3232.47,3265.09,3212.32,3242.06,137887.89,466022.44,3227.3,0.0,WIND
RB2007.SHF,2020-02-09,3680.49,3690.4,3721.25,3659.56,3700.32,193.88,651.3,3753.08,-0.02,WIND
RB2003.SHF,2020-02-09,4842.76,4831.26,4874.38,4831.26,4855.69,83.37,281.65,4847.25,-0.0,WIND
RB2004.SHF,2020-02-09,3082.24,3087.67,3096.73,3077.71,3084.95,18.12,61.7,3055.29,0.01,WIND
RB2002.SHF,2020-02-09,4236.85,4272.35,4310.38,4236.85,4285.03,271.3,917.19,4447.12,-0.04,WIND
RB2009.SHF,2020-02-09,2718.73,2726.06,2753.73,2710.6,2739.89,123.69,416.52,2720.07,0.0,WIND
000905.SH,2020-02-10,3243.79,3223.38,3256.43,3218.76,0.0,48964013.49,47787020.42,3278.12,-0.02,WIND
600030.SH,2020-02-10,19.63,19.35,19.75,19.35,0.0,727873.87,1557484.06,19.02,0.02,WIND
AU9999.SGE,2020-02-10,164.85,160.7,165.59,159.92,160.88,6360.5,2175356046.05,-49.75,-0.04,WIND
RB2003.SHF,2020-02-10,4674.23,4663.13,4704.75,4663.13,4686.72,80.47,271.85,4831.26,-0.03,WIND
RB2004.SHF,2020-02-10,3158.98,3164.55,3173.84,3154.34,3161.77,18.57,63.24,3087.67,0.02,WIND
RB2002.SHF,2020-02-10,4259.31,4294.99,4333.23,4259.31,4307.74,272.74,922.05,4272.35,0.01,WIND
RB2005.SHF,2020-02-10,3207.59,3208.55,3240.93,3188.55,3218.07,136867.52,462573.88,3232.47,-0.01,WIND
RB2007.SHF,2020-02-10,3519.65,3529.13,3558.63,3499.63,3538.61,185.41,622.84,3690.4,-0.04,WIND
RB2001.SHF,2020-02-10,3784.38,3784.38,3833.73,3754.77,3797.54,1327494.18,4597256.37,3631.84,0.04,WIND
RB2009.SHF,2020-02-10,2647.23,2654.36,2681.3,2639.31,2667.83,120.44,405.57,2726.06,-0.03,WIND
000905.SH,2020-03-03,3161.73,3141.83,3174.04,3137.33,0.0,47725223.95,46578008.81,3223.38,-0.03,WIND
600030.SH,2020-03-03,19.99,19.71,20.11,19.71,0.0,741193.97,1585986.02,19.35,0.02,WIND
AU9999.SGE,2020-03-03,172.75,168.39,173.52,167.58,168.59,6665.16,2279555600.66,29.08,0.05,WIND
RB2005.SHF,2020-03-03,3295.48,3296.46,3329.73,3275.91,3306.25,140617.69,475248.4,3208.55,0.03,WIND
RB2007.SHF,2020-03-03,3612.92,3622.65,3652.93,3592.37,3632.39,190.32,639.34,3529.13,0.03,WIND
RB2003.SHF,2020-03-03,4898.59,4886.96,4930.58,4886.96,4911.68,84.33,284.89,4663.13,0.05,WIND
RB2004.SHF,2020-03-03,3110.65,3116.14,3125.28,3106.08,3113.39,18.29,62.27,3164.55,-0.02,WIND
RB2001.SHF,2020-03-03,3953.16,3953.16,4004.71,3922.24,3966.91,1386700.42,4802294.0,3784.38,0.04,WIND
RB2002.SHF,2020-03-03,4305.31,4341.38,4380.03,4305.31,4354.26,275.68,932.01,4294.99,0.01,WIND
RB2009.SHF,2020-03-03,2673.7,2680.91,2708.12,2665.7,2694.51,121.64,409.63,2654.36,0.01,WIND
000905.SH,2020-03-04,3298.0,3277.24,3310.84,3272.55,0.0,49782181.1,48585520.99,3141.83,0.04,WIND
600030.SH,2020-03-04,19.74,19.47,19.86,19.47,0.0,732077.28,1566478.39,19.71,-0.01,WIND
AU9999.SGE,2020-03-04,181.18,176.61,181.99,175.76,176.82,6990.42,2390797913.97,30.04,0.05,WIND
RB2002.SHF,2020-03-04,4155.92,4190.73,4228.04,4155.92,4203.17,266.12,899.66,4341.38,-0.03,WIND
RB2005.SHF,2020-03-04,3368.97,3369.97,3403.98,3348.97,3379.98,143753.47,485846.44,3296.46,0.02,WIND
RB2007.SHF,2020-03-04,3699.63,3709.6,3740.6,3678.59,3719.56,194.89,654.69,3622.65,0.02,WIND
RB2003.SHF,2020-03-04,4746.74,4735.46,4777.73,4735.46,4759.42,81.72,276.06,4886.96,-0.03,WIND
RB2004.SHF,2020-03-04,3051.24,3056.62,3065.59,3046.75,3053.93,17.94,61.08,3116.14,-0.02,WIND
RB2001.SHF,2020-03-04,3764.6,3764.6,3813.69,3735.14,3777.69,1320554.81,4573224.58,3953.16,-0.05,WIND
RB2009.SHF,2020-03-04,2609.0,2616.03,2642.58,2601.19,2629.3,118.7,399.71,2680.91,-0.02,WIND
000905.SH,2020-03-05,3457.62,3435.86,3471.09,3430.94,0.0,52191638.67,50937060.2,3277.24,0.05,WIND
600030.SH,2020-03-05,19.33,19.06,19.45,19.06,0.0,716923.28,1534052.29,19.47,-0.02,WIND
AU9999.SGE,2020-03-05,189.95,185.16,190.8,184.26,185.38,7328.76,2506512533.0,31.71,0.05,WIND
RB2005.SHF,2020-03-05,3327.87,3328.86,3362.45,3308.11,3338.74,141999.67,479919.11,3369.97,-0.01,WIND
RB2007.SHF,2020-03-05,3625.64,3635.41,3665.79,3605.02,3645.17,190.99,641.59,3709.6,-0.02,WIND
RB2002.SHF,2020-03-05,4342.93,4379.32,4418.3,4342.93,4392.31,278.09,940.15,4190.73,0.05,WIND
RB2003.SHF,2020-03-05,4643.73,4632.7,4674.06,4632.7,4656.14,79.94,270.07,4735.46,-0.02,WIND
RB2004.SHF,2020-03-05,3070.46,3075.88,3084.9,3065.95,3073.17,18.05,61.47,3056.62,0.01,WIND
RB2001.SHF,2020-03-05,3830.86,3830.86,3880.81,3800.88,3844.18,1343796.57,4653713.33,3764.6,0.02,WIND
RB2009.SHF,2020-03-05,2517.42,2524.21,2549.82,2509.89,2537.02,114.53,385.68,2616.03,-0.04,WIND
000905.SH,2020-03-06,3393.31,3371.95,3406.53,3367.12,0.0,51220874.19,49989630.88,3435.86,-0.02,WIND
600030.SH,2020-03-06,19.33,19.06,19.45,19.06,0.0,716923.28,1534052.29,19.06,0.0,WIND
AU9999.SGE,2020-03-06,183.0,178.38,183.81,177.52,178.59,7060.53,2414774174.3,-67.06,-0.04,WIND
RB2003.SHF,2020-03-06,4721.75,4710.53,4752.58,4710.53,4734.36,81.29,274.61,4632.7,0.02,WIND
RB2004.SHF,2020-03-06,3170.25,3175.84,3185.16,3165.59,3173.05,18.64,63.47,3075.88,0.03,WIND
RB2005.SHF,2020-03-06,3408.41,3409.42,3443.82,3388.16,3419.54,145436.07,491533.16,3328.86,0.02,WIND
RB2007.SHF,2020-03-06,3504.9,3514.35,3543.72,3484.97,3523.79,184.63,620.23,3635.41,-0.03,WIND
RB2002.SHF,2020-03-06,4221.76,4257.13,4295.03,4221.76,4269.77,270.33,913.92,4379.32,-0.03,WIND
RB2001.SHF,2020-03-06,3689.88,3689.88,3737.99,3661.01,3702.71,1294344.86,4482456.68,3830.86,-0.04,WIND
RB2009.SHF,2020-03-06,2620.64,2627.7,2654.37,2612.79,2641.03,119.23,401.5,2524.21,0.04,WIND
000905.SH,2020-03-07,3384.82,3363.52,3398.01,3358.7,0.0,51092822.0,49864656.81,3371.95,-0.0,WIND
600030.SH,2020-03-07,19.97,19.69,20.09,19.69,0.0,740653.44,1584829.42,19.06,0.03,WIND
AU9999.SGE,2020-03-07,182.7,178.1,183.52,177.24,178.31,7049.23,2410910535.62,212.02,-0.0,WIND
RB2003.SHF,2020-03-07,4840.26,4828.77,4871.87,4828.77,4853.19,83.33,281.5,4710.53,0.03,WIND
RB2004.SHF,2020-03-07,3199.1,3204.74,3214.15,3194.4,3201.92,18.81,64.04,3175.84,0.01,WIND
RB2005.SHF,2020-03-07,3567.92,3568.98,3605.0,3546.73,3579.57,152242.47,514536.91,3409.42,0.05,WIND
RB2007.SHF,2020-03-07,3454.08,3463.39,3492.34,3434.44,3472.69,181.96,611.24,3514.35,-0.01,WIND
RB2002.SHF,2020-03-07,4152.53,4187.32,4224.59,4152.53,4199.74,265.9,898.93,4257.13,-0.02,WIND
RB2001.SHF,2020-03-07,3766.63,3766.63,3815.74,3737.16,3779.73,1321267.23,4575691.78,3689.88,0.02,WIND
RB2009.SHF,2020-03-07,2712.36,2719.67,2747.27,2704.24,2733.47,123.4,415.55,2627.7,0.03,WIND
000905.SH,2020-03-09,3371.96,3350.74,3385.1,3345.94,0.0,50898669.28,49675171.11,3363.52,-0.0,WIND
600030.SH,2020-03-09,18.99,18.72,19.1,18.72,0.0,704065.16,1506538.85,19.69,-0.05,WIND
AU9999.SGE,2020-03-09,189.04,184.28,189.89,183.39,184.49,7293.84,2494569131.2,41.23,0.03,WIND
RB2002.SHF,2020-03-09,4341.05,4377.42,4416.39,4341.05,4390.41,277.97,939.74,4187.32,0.05,WIND
RB2003.SHF,2020-03-09,4666.01,4654.93,4696.48,4654.93,4678.48,80.33,271.37,4828.77,-0.04,WIND
RB2004.SHF,2020-03-09,3278.44,3284.22,3293.86,3273.62,3281.33,19.27,65.63,3204.74,0.02,WIND
RB2005.SHF,2020-03-09,3419.14,3420.15,3454.67,3398.83,3430.3,145893.96,493080.72,3568.98,-0.04,WIND
RB2001.SHF,2020-03-09,3763.62,3763.62,3812.69,3734.17,3776.7,1320210.22,4572031.23,3766.63,-0.0,WIND
RB2007.SHF,2020-03-09,3572.9,3582.53,3612.47,3552.59,3592.15,188.22,632.26,3463.39,0.03,WIND
RB2009.SHF,2020-03-09,2731.62,2738.98,2766.78,2723.44,2752.88,124.28,418.5,2719.67,0.01,WIND
000905.SH,2020-03-10,3250.91,3230.45,3263.57,3225.82,0.0,49071407.05,47891832.47,3350.74,-0.04,WIND
600030.SH,2020-03-10,19.03,18.76,19.15,18.76,0.0,705684.51,1510003.89,18.72,0.0,WIND
AU9999.SGE,2020-03-10,197.7,192.72,198.58,191.79,192.94,7627.9,2608820397.41,34.54,0.05,WIND
RB2001.SHF,2020-03-10,3771.14,3771.14,3820.32,3741.64,3784.26,1322850.64,4581175.29,3763.62,0.0,WIND
RB2007.SHF,2020-03-10,3722.97,3733.0,3764.2,3701.79,3743.02,196.12,658.82,3582.53,0.04,WIND
RB2002.SHF,2020-03-10,4222.54,4257.92,4295.82,4222.54,4270.55,270.38,914.09,4377.42,-0.03,WIND
RB2003.SHF,2020-03-10,4834.46,4822.98,4866.02,4822.98,4847.37,83.23,281.16,4654.93,0.04,WIND
RB2004.SHF,2020-03-10,3325.97,3331.84,3341.62,3321.09,3328.91,19.55,66.58,3284.22,0.01,WIND
RB2005.SHF,2020-03-10,3336.74,3337.73,3371.41,3316.92,3347.63,142377.92,481197.47,3420.15,-0.02,WIND
RB2009.SHF,2020-03-10,2807.56,2815.12,2843.69,2799.15,2829.41,127.73,430.13,2738.98,0.03,WIND
000905.SH,2020-03-11,3383.55,3362.25,3396.73,3357.44,0.0,51073520.46,49845819.23,3230.45,0.04,WIND
600030.SH,2020-03-11,19.33,19.06,19.45,19.06,0.0,716763.76,1533710.95,18.76,0.02,WIND
AU9999.SGE,2020-03-11,203.81,198.67,204.72,197.71,198.9,7863.6,2689432947.69,48.57,0.03,WIND
RB2005.SHF,2020-03-11,3227.29,3228.25,3260.83,3208.13,3237.83,137707.92,465414.2,3337.73,-0.03,WIND
RB2007.SHF,2020-03-11,3540.54,3550.08,3579.75,3520.41,3559.62,186.51,626.54,3733.0,-0.05,WIND
RB2002.SHF,2020-03-11,4183.27,4218.32,4255.87,4183.27,4230.84,267.87,905.59,4257.92,-0.01,WIND
RB2001.SHF,2020-03-11,3760.21,3760.21,3809.24,3730.79,3773.28,1319014.37,4567889.88,3771.14,-0.0,WIND
RB2003.SHF,2020-03-11,4624.16,4613.18,4654.35,4613.18,4636.51,79.61,268.93,4822.98,-0.04,WIND
RB2004.SHF,2020-03-11,3299.03,3304.85,3314.55,3294.19,3301.94,19.4,66.04,3331.84,-0.01,WIND
RB2009.SHF,2020-03-11,2830.58,2838.2,2867.01,2822.11,2852.61,128.78,433.66,2815.12,0.01,WIND
000905.SH,2020-03-12,3442.42,3420.76,3455.83,3415.86,0.0,51962199.72,50713136.49,3362.25,0.02,WIND
600030.SH,2020-03-12,18.84,18.57,18.95,18.57,0.0,698486.28,1494601.32,19.06,-0.03,WIND
AU9999.SGE,2020-03-12,203.44,198.31,204.35,197.36,198.55,7849.44,2684591968.39,241.85,-0.0,WIND
RB2007.SHF,2020-03-12,3473.62,3482.98,3512.09,3453.87,3492.34,182.99,614.69,3550.08,-0.02,WIND
RB2002.SHF,2020-03-12,4178.25,4213.26,4250.77,4178.25,4225.76,267.55,904.5,4218.32,-0.0,WIND
RB2001.SHF,2020-03-12,3680.49,3680.49,3728.48,3651.7,3693.29,1291051.27,4471050.62,3760.21,-0.02,WIND
RB2005.SHF,2020-03-12,3142.41,3143.35,3175.07,3123.75,3152.68,134086.2,453173.8,3228.25,-0.03,WIND
RB2003.SHF,2020-03-12,4833.63,4822.15,4865.19,4822.15,4846.54,83.21,281.12,4613.18,0.05,WIND
RB2004.SHF,2020-03-12,3437.92,3443.99,3454.09,3432.87,3440.95,20.21,68.83,3304.85,0.04,WIND
RB2009.SHF,2020-03-12,2730.38,2737.73,2765.52,2722.2,2751.63,124.22,418.31,2838.2,-0.04,WIND
000905.SH,2020-03-13,3463.07,3441.28,3476.56,3436.35,0.0,52273972.91,51017415.31,3420.76,0.01,WIND
600030.SH,2020-03-13,19.65,19.38,19.77,19.38,0.0,728730.74,1559317.56,18.57,0.04,WIND
AU9999.SGE,2020-03-13,211.68,206.35,212.63,205.35,206.59,8167.35,2793317943.11,40.86,0.04,WIND
RB2003.SHF,2020-03-13,4871.82,4860.25,4903.63,4860.25,4884.83,83.87,283.34,4822.15,0.01,WIND
RB2004.SHF,2020-03-13,3295.94,3301.75,3311.44,3291.09,3298.84,19.38,65.98,3443.99,-0.04,WIND
RB2002.SHF,2020-03-13,4034.52,4068.32,4104.54,4034.52,4080.39,258.34,873.39,4213.26,-0.03,WIND
RB2001.SHF,2020-03-13,3751.89,3751.89,3800.82,3722.54,3764.94,1316097.66,4557789.0,3680.49,0.02,WIND
RB2005.SHF,2020-03-13,3127.64,3128.57,3160.14,3109.07,3137.86,133456.0,451043.89,3143.35,-0.0,WIND
RB2007.SHF,2020-03-13,3471.19,3480.54,3509.64,3451.45,3489.89,182.86,614.26,3482.98,-0.0,WIND
RB2009.SHF,2020-03-13,2747.3,2754.71,2782.66,2739.08,2768.69,124.99,420.9,2737.73,0.01,WIND
000905.SH,2020-03-16,3491.47,3469.5,3505.07,3464.53,0.0,52702619.49,51435758.11,3441.28,0.01,WIND
600030.SH,2020-03-16,20.5,20.22,20.63,20.22,0.0,760357.65,1626991.94,19.38,0.04,WIND
AU9999.SGE,2020-03-16,211.54,206.2,212.48,205.21,206.44,8161.63,2791362620.55,221.72,-0.0,WIND
RB2005.SHF,2020-03-16,3117.63,3118.56,3150.03,3099.12,3127.82,133028.94,449600.55,3128.57,-0.0,WIND
RB2007.SHF,2020-03-16,3422.6,3431.82,3460.5,3403.13,3441.04,180.3,605.66,3480.54,-0.01,WIND
RB2003.SHF,2020-03-16,5029.18,5017.23,5062.02,5017.23,5042.61,86.58,292.49,4860.25,0.03,WIND
RB2004.SHF,2020-03-16,3362.84,3368.78,3378.66,3357.9,3365.81,19.77,67.32,3301.75,0.02,WIND
RB2002.SHF,2020-03-16,3896.14,3928.78,3963.75,3896.14,3940.44,249.48,843.43,4068.32,-0.03,WIND
RB2001.SHF,2020-03-16,3583.81,3583.81,3630.54,3555.77,3596.27,1257136.49,4353600.05,3751.89,-0.04,WIND
